Title,humidity,temperature,pressure,voc,analog_input,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,scattering_coefficient,scattering_coefficient_a,scattering_coefficient_b,deciviews,deciviews_a,deciviews_b,visual_range,visual_range_a,visual_range_b,0.3_um_count,0.3_um_count_a,0.3_um_count_b,0.5_um_count,0.5_um_count_a,0.5_um_count_b,1.0_um_count,1.0_um_count_a,1.0_um_count_b,2.5_um_count,2.5_um_count_a,2.5_um_count_b,5.0_um_count,5.0_um_count_a,5.0_um_count_b,10.0_um_count,10.0_um_count_a,10.0_um_count_b,pm1.0_cf_1,pm1.0_cf_1_a,pm1.0_cf_1_b,pm1.0_atm,pm1.0_atm_a,pm1.0_atm_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm10.0_cf_1,pm10.0_cf_1_a,pm10.0_cf_1_b,data_cleaned
"Πάτρα: Ανοιξιάτικη ""εξόρμηση"" του ΔΗΠΕΘΕ - Πρεμιέρα για ""Του Κουτρούλη ο Γάμος"" - Έρχεται ο Χρήστος Χατζηπαναγιώτης",43.633,66.0,1005.73,,0.01,2.3,2.2,2.3,8.9,8.5,9.2,7.2,7.0,7.5,188.9,192.9,185.0,591.447,567.509,615.385,168.4425,164.038,172.847,22.589,27.588,17.59,5.484,9.761,1.207,0.1485,0.183,0.114,0.0595,0.067,0.052,111.3645,220.131,2.598,74.71650000000001,146.835,2.598,76.36,149.275,3.445,113.255,223.065,3.445,76.53099999999999,149.462,3.6,113.4365,223.273,3.6,πάτρα ανοιξιάτικη εξόρμηση δηπεθε πρεμιέρα του κουτρούλη γάμος έρχεται χρήστος χατζηπαναγιώτης
0,42.433,66.0,1005.334,,0.01,2.1,2.1,2.1,8.3,8.0,8.6,6.9,6.7,7.1,195.6,199.5,191.9,552.031,530.606,573.456,156.7755,153.617,159.934,20.857,26.181,15.533,5.4855,9.846,1.125,0.1745,0.156,0.193,0.053,0.066,0.04,118.298,234.332,2.264,79.221,156.178,2.264,80.815,158.576,3.054,120.1015,237.149,3.054,81.008,158.745,3.271,120.3035,237.336,3.271,
0,44.0,65.434,1005.446,,0.01,2.5,2.5,2.6,9.7,9.3,10.1,7.7,7.5,7.9,180.2,184.4,176.1,646.8965000000001,619.119,674.674,183.883,179.464,188.302,25.8735,31.109,20.638,6.136,10.811,1.461,0.309,0.239,0.379,0.1225,0.093,0.152,132.381,261.924,2.838,88.732,174.626,2.838,90.6025,177.339,3.866,134.50199999999998,265.138,3.866,90.9005,177.56,4.241,134.8105,265.38,4.241,
0,45.7,63.834,1005.572,,0.01,2.6,2.5,2.6,10.1,9.6,10.5,7.9,7.7,8.2,176.6,181.4,172.1,671.081,639.106,703.056,189.8665,185.091,194.642,26.4185,32.059,20.778,6.476999999999999,11.427,1.527,0.277,0.197,0.357,0.103,0.077,0.129,176.7345,350.471,2.998,118.2395,233.481,2.998,120.0905,236.157,4.024,178.9385,353.853,4.024,120.358,236.346,4.37,179.2295,354.089,4.37,
0,42.933,64.834,1005.511,,0.01,2.4,2.4,2.4,9.4,9.1,9.7,7.6,7.4,7.7,183.1,186.3,180.0,627.7909999999999,607.314,648.268,177.666,175.832,179.5,24.5345,30.29,18.779,6.221,11.111,1.331,0.2555,0.245,0.266,0.0844999999999999,0.079,0.09,156.87,311.019,2.721,104.898,207.075,2.721,106.73,209.843,3.617,158.943,314.269,3.617,106.9665,210.053,3.88,159.1955,314.511,3.88,
0,44.433,69.7,1005.531,,0.01,5.4,5.2,5.6,20.2,19.1,21.3,12.3,11.9,12.7,113.9,118.6,109.5,1347.0355,1271.758,1422.313,380.7435,367.777,393.71,49.078500000000005,50.295,47.862,5.3345,7.429,3.24,0.5435000000000001,0.541,0.546,0.2345,0.234,0.235,46.892,86.886,6.898,33.2655,59.633,6.898,35.959,62.618,9.3,49.6785,90.057,9.3,36.552,63.205,9.899,50.2835,90.668,9.899,
0,43.933,72.5,1005.384,,0.01,6.4,6.0,6.8,23.5,21.9,25.1,13.4,12.9,13.9,102.0,107.5,97.1,1568.019,1459.376,1676.662,445.474,422.125,468.823,56.057500000000005,53.087,59.028,4.2325,4.425,4.04,0.654,0.632,0.676,0.2445,0.193,0.296,8.467500000000001,8.691,8.244,8.279499999999999,8.315,8.244,11.1515,11.018,11.285,11.342,11.399,11.285,11.9065,11.699,12.114,12.0965,12.079,12.114,
0,44.8,73.633,1005.257,,0.01,8.2,7.8,8.7,29.9,28.1,31.7,15.2,14.7,15.7,85.0,89.3,81.2,1992.269,1871.677,2112.861,564.665,540.389,588.941,73.0625,69.428,76.697,5.3665,5.963,4.77,0.7945,0.696,0.893,0.285,0.274,0.296,10.369,10.012,10.726,10.369,10.012,10.726,14.134,13.635,14.633,14.134,13.635,14.633,14.97,14.38,15.56,14.97,14.38,15.56,
0,42.8,73.933,1005.001,,0.01,7.1,6.7,7.5,26.2,24.6,27.9,14.2,13.7,14.7,94.1,98.8,89.8,1747.2205,1637.451,1856.99,494.015,472.145,515.885,61.362,58.478,64.246,4.2625,4.421,4.104,0.648,0.667,0.629,0.247,0.242,0.252,8.955,8.704,9.206,8.955,8.704,9.206,11.966,11.556,12.376,11.966,11.556,12.376,12.7475,12.333,13.162,12.7475,12.333,13.162,
0,40.834,76.067,1004.563,,0.01,6.9,6.5,7.4,25.8,23.9,27.7,14.1,13.5,14.6,95.3,100.8,90.3,1718.861,1593.909,1843.813,486.3525,460.246,512.459,59.869,57.27,62.468,4.2105,4.564,3.857,0.7809999999999999,0.622,0.94,0.3325,0.252,0.413,8.761,8.328,9.194,8.761,8.328,9.194,11.795,11.282,12.308,11.795,11.282,12.308,12.552499999999998,11.947,13.158,12.552499999999998,11.947,13.158,
0,39.733,77.3,1004.243,,0.01,5.4,5.1,5.6,20.4,19.0,21.8,12.4,11.9,12.8,113.2,118.9,107.9,1359.171,1266.26,1452.082,384.657,364.446,404.868,44.8675,43.568,46.167,2.981,3.173,2.789,0.5175000000000001,0.512,0.523,0.1835,0.215,0.152,6.7095,6.332,7.087,6.7095,6.332,7.087,8.885,8.43,9.34,8.885,8.43,9.34,9.4335,8.988,9.879,9.4335,8.988,9.879,
0,38.834,78.667,1003.929,,0.01,5.2,4.9,5.4,19.8,18.5,21.1,12.2,11.7,12.6,115.6,121.1,110.6,1319.193,1234.091,1404.295,372.984,353.656,392.312,42.658,41.855,43.461,2.8905000000000003,3.14,2.641,0.536,0.491,0.581,0.2045,0.176,0.233,6.501,6.209,6.793,6.501,6.209,6.793,8.593,8.258,8.928,8.594000000000001,8.26,8.928,9.111,8.725,9.497,9.111,8.725,9.497,
0,35.534,82.167,1003.312,,0.01,4.9,4.5,5.2,19.0,17.5,20.5,11.9,11.3,12.4,118.9,125.9,112.6,1266.8735,1165.249,1368.498,355.994,333.072,378.916,40.0035,37.642,42.365,2.9610000000000003,3.301,2.621,0.464,0.525,0.403,0.17,0.23,0.11,6.146,5.777,6.515,6.146,5.777,6.515,8.055,7.562,8.548,8.055,7.562,8.548,8.590499999999999,8.157,9.024,8.590499999999999,8.157,9.024,
0,34.2,85.066,1002.995,,0.01,4.1,3.8,4.4,16.3,15.1,17.6,10.9,10.3,11.3,131.7,138.8,125.4,1089.315,1005.823,1172.807,305.8225,287.644,324.001,31.821,29.433,34.209,2.238,2.281,2.195,0.458,0.401,0.515,0.1865,0.161,0.212,5.1685,4.848,5.489,5.1685,4.848,5.489,6.659,6.276,7.042,6.659,6.276,7.042,7.1080000000000005,6.649,7.567,7.1080000000000005,6.649,7.567,
0,31.3,85.1,1003.363,,0.01,2.5,2.3,2.7,10.6,9.7,11.5,8.2,7.7,8.7,171.9,180.4,164.2,704.917,645.488,764.346,197.0475,183.138,210.957,18.733,17.367,20.099,1.3265,1.272,1.381,0.246,0.283,0.209,0.0945,0.112,0.077,2.922,2.702,3.142,2.9210000000000003,2.7,3.142,3.805,3.481,4.129,3.805,3.481,4.129,4.0615000000000006,3.75,4.373,4.0615000000000006,3.75,4.373,
0,32.834,81.733,1003.697,,0.01,3.2,3.1,3.4,12.9,12.1,13.8,9.4,9.0,9.8,152.8,158.9,147.0,862.8454999999999,807.732,917.959,241.847,230.574,253.12,25.7895,24.775,26.804,1.9735,2.18,1.767,0.3195,0.324,0.315,0.1345,0.152,0.117,3.8535,3.678,4.029,3.8535,3.678,4.029,5.1355,4.859,5.412,5.1355,4.859,5.412,5.4715,5.225,5.718,5.4715,5.225,5.718,
0,33.733,80.233,1003.871,,0.01,3.5,3.3,3.6,13.4,12.6,14.2,9.6,9.2,10.0,149.4,155.1,144.1,894.4984999999999,840.977,948.02,252.5885,242.004,263.173,28.0475,26.824,29.271,1.9755,1.999,1.952,0.4355,0.39,0.481,0.208,0.204,0.212,4.0965,3.968,4.225,4.0965,3.968,4.225,5.4375,5.224,5.651,5.4375,5.224,5.651,5.854,5.601,6.107,5.854,5.601,6.107,
0,38.7,77.733,1004.439,,0.01,4.3,4.2,4.5,15.9,15.3,16.6,10.7,10.4,11.0,134.0,137.7,130.5,1061.521,1017.922,1105.12,302.06,294.228,309.892,38.058,37.373,38.743,3.3575,3.819,2.896,0.627,0.637,0.617,0.2545,0.287,0.222,5.789,6.37,5.208,5.5535,5.899,5.208,7.497999999999999,7.877,7.119,7.735,8.351,7.119,8.121500000000001,8.506,7.737,8.359,8.981,7.737,
0,44.933,74.5,1005.184,,0.01,6.4,6.0,6.8,23.7,21.9,25.4,13.5,12.9,14.0,101.6,107.4,96.4,1577.207,1462.292,1692.122,448.4725,423.063,473.882,54.8545,51.059,58.65,3.8205,3.655,3.986,0.6535,0.591,0.716,0.2415,0.23,0.253,8.0995,7.738,8.461,8.0995,7.738,8.461,10.763,10.198,11.328,10.763,10.198,11.328,11.47,10.819,12.121,11.47,10.819,12.121,
0,49.0,72.3,1005.585,,0.01,8.7,8.2,9.2,31.4,29.2,33.5,15.6,15.1,16.1,81.9,86.5,77.7,2090.788,1948.901,2232.675,594.0419999999999,564.554,623.53,78.13999999999999,74.207,82.073,6.2735,6.927,5.62,1.011,0.92,1.102,0.3475,0.272,0.423,10.976,10.561,11.391,10.976,10.561,11.391,15.0065,14.447,15.566,15.0065,14.447,15.566,16.0625,15.413,16.712,16.0625,15.413,16.712,
0,52.834,71.333,1005.839,,0.01,9.5,8.9,10.1,33.4,31.2,35.6,16.1,15.6,16.6,77.9,82.2,74.0,2227.3975,2081.651,2373.144,637.6205,606.516,668.725,87.5895,82.196,92.983,6.85,7.458,6.242,1.0335,0.87,1.197,0.368,0.305,0.431,11.922,11.571,12.273,11.922,11.571,12.273,16.4465,15.867,17.026,16.4465,15.867,17.026,17.5985,16.856,18.341,17.5985,16.856,18.341,
0,50.166,69.934,1005.793,,0.01,6.8,6.2,7.4,24.7,22.5,26.9,13.8,13.1,14.4,98.3,105.4,92.2,1648.2345,1500.836,1795.633,467.704,436.709,498.699,60.929,55.593,66.265,4.6465,5.008,4.285,0.7925,0.754,0.831,0.28,0.275,0.285,8.529,8.07,8.988,8.529,8.07,8.988,11.606000000000002,10.925,12.287,11.606000000000002,10.925,12.287,12.4405,11.693,13.188,12.4405,11.693,13.188,
0,44.567,69.133,1005.701,,0.01,3.9,3.6,4.2,15.1,13.8,16.4,10.3,9.8,10.9,138.7,146.8,131.4,1006.825,920.168,1093.482,283.20000000000005,265.723,300.677,32.322,30.176,34.468,2.367,2.407,2.327,0.3455,0.332,0.359,0.157,0.132,0.182,5.912,6.662,5.162,5.5625,5.963,5.162,7.118,7.405,6.831,7.4695,8.108,6.831,7.5395,7.795,7.284,7.891500000000001,8.499,7.284,
0,46.867,67.7,1005.545,,0.01,4.1,3.8,4.3,15.4,14.4,16.4,10.4,10.0,10.9,137.2,143.2,131.6,1023.9935,957.091,1090.896,290.4465,276.111,304.782,34.5055,32.776,36.235,2.7415000000000003,3.111,2.372,0.429,0.385,0.473,0.154,0.201,0.107,10.8825,16.481,5.284,8.906,12.528,5.284,10.6155,14.162,7.069,12.6015,18.134,7.069,11.0695,14.617,7.522,13.0565,18.591,7.522,
Η συνέχεια των πρωταθλημάτων Μίνι Παίδων & Μίνι Κορασίδων- Οι αγώνες στην Πάτρα,43.633,66.0,1005.73,,0.01,2.3,2.2,2.3,8.9,8.5,9.2,7.2,7.0,7.5,188.9,192.9,185.0,591.447,567.509,615.385,168.4425,164.038,172.847,22.589,27.588,17.59,5.484,9.761,1.207,0.1485,0.183,0.114,0.0595,0.067,0.052,111.3645,220.131,2.598,74.71650000000001,146.835,2.598,76.36,149.275,3.445,113.255,223.065,3.445,76.53099999999999,149.462,3.6,113.4365,223.273,3.6,η συνέχεια πρωταθλημάτων μίνι παίδων μίνι κορασίδων οι αγώνες πάτρα
0,42.433,66.0,1005.334,,0.01,2.1,2.1,2.1,8.3,8.0,8.6,6.9,6.7,7.1,195.6,199.5,191.9,552.031,530.606,573.456,156.7755,153.617,159.934,20.857,26.181,15.533,5.4855,9.846,1.125,0.1745,0.156,0.193,0.053,0.066,0.04,118.298,234.332,2.264,79.221,156.178,2.264,80.815,158.576,3.054,120.1015,237.149,3.054,81.008,158.745,3.271,120.3035,237.336,3.271,
0,44.0,65.434,1005.446,,0.01,2.5,2.5,2.6,9.7,9.3,10.1,7.7,7.5,7.9,180.2,184.4,176.1,646.8965000000001,619.119,674.674,183.883,179.464,188.302,25.8735,31.109,20.638,6.136,10.811,1.461,0.309,0.239,0.379,0.1225,0.093,0.152,132.381,261.924,2.838,88.732,174.626,2.838,90.6025,177.339,3.866,134.50199999999998,265.138,3.866,90.9005,177.56,4.241,134.8105,265.38,4.241,
0,45.7,63.834,1005.572,,0.01,2.6,2.5,2.6,10.1,9.6,10.5,7.9,7.7,8.2,176.6,181.4,172.1,671.081,639.106,703.056,189.8665,185.091,194.642,26.4185,32.059,20.778,6.476999999999999,11.427,1.527,0.277,0.197,0.357,0.103,0.077,0.129,176.7345,350.471,2.998,118.2395,233.481,2.998,120.0905,236.157,4.024,178.9385,353.853,4.024,120.358,236.346,4.37,179.2295,354.089,4.37,
0,42.933,64.834,1005.511,,0.01,2.4,2.4,2.4,9.4,9.1,9.7,7.6,7.4,7.7,183.1,186.3,180.0,627.7909999999999,607.314,648.268,177.666,175.832,179.5,24.5345,30.29,18.779,6.221,11.111,1.331,0.2555,0.245,0.266,0.0844999999999999,0.079,0.09,156.87,311.019,2.721,104.898,207.075,2.721,106.73,209.843,3.617,158.943,314.269,3.617,106.9665,210.053,3.88,159.1955,314.511,3.88,
0,44.433,69.7,1005.531,,0.01,5.4,5.2,5.6,20.2,19.1,21.3,12.3,11.9,12.7,113.9,118.6,109.5,1347.0355,1271.758,1422.313,380.7435,367.777,393.71,49.078500000000005,50.295,47.862,5.3345,7.429,3.24,0.5435000000000001,0.541,0.546,0.2345,0.234,0.235,46.892,86.886,6.898,33.2655,59.633,6.898,35.959,62.618,9.3,49.6785,90.057,9.3,36.552,63.205,9.899,50.2835,90.668,9.899,
0,43.933,72.5,1005.384,,0.01,6.4,6.0,6.8,23.5,21.9,25.1,13.4,12.9,13.9,102.0,107.5,97.1,1568.019,1459.376,1676.662,445.474,422.125,468.823,56.057500000000005,53.087,59.028,4.2325,4.425,4.04,0.654,0.632,0.676,0.2445,0.193,0.296,8.467500000000001,8.691,8.244,8.279499999999999,8.315,8.244,11.1515,11.018,11.285,11.342,11.399,11.285,11.9065,11.699,12.114,12.0965,12.079,12.114,
0,44.8,73.633,1005.257,,0.01,8.2,7.8,8.7,29.9,28.1,31.7,15.2,14.7,15.7,85.0,89.3,81.2,1992.269,1871.677,2112.861,564.665,540.389,588.941,73.0625,69.428,76.697,5.3665,5.963,4.77,0.7945,0.696,0.893,0.285,0.274,0.296,10.369,10.012,10.726,10.369,10.012,10.726,14.134,13.635,14.633,14.134,13.635,14.633,14.97,14.38,15.56,14.97,14.38,15.56,
0,42.8,73.933,1005.001,,0.01,7.1,6.7,7.5,26.2,24.6,27.9,14.2,13.7,14.7,94.1,98.8,89.8,1747.2205,1637.451,1856.99,494.015,472.145,515.885,61.362,58.478,64.246,4.2625,4.421,4.104,0.648,0.667,0.629,0.247,0.242,0.252,8.955,8.704,9.206,8.955,8.704,9.206,11.966,11.556,12.376,11.966,11.556,12.376,12.7475,12.333,13.162,12.7475,12.333,13.162,
0,40.834,76.067,1004.563,,0.01,6.9,6.5,7.4,25.8,23.9,27.7,14.1,13.5,14.6,95.3,100.8,90.3,1718.861,1593.909,1843.813,486.3525,460.246,512.459,59.869,57.27,62.468,4.2105,4.564,3.857,0.7809999999999999,0.622,0.94,0.3325,0.252,0.413,8.761,8.328,9.194,8.761,8.328,9.194,11.795,11.282,12.308,11.795,11.282,12.308,12.552499999999998,11.947,13.158,12.552499999999998,11.947,13.158,
0,39.733,77.3,1004.243,,0.01,5.4,5.1,5.6,20.4,19.0,21.8,12.4,11.9,12.8,113.2,118.9,107.9,1359.171,1266.26,1452.082,384.657,364.446,404.868,44.8675,43.568,46.167,2.981,3.173,2.789,0.5175000000000001,0.512,0.523,0.1835,0.215,0.152,6.7095,6.332,7.087,6.7095,6.332,7.087,8.885,8.43,9.34,8.885,8.43,9.34,9.4335,8.988,9.879,9.4335,8.988,9.879,
0,38.834,78.667,1003.929,,0.01,5.2,4.9,5.4,19.8,18.5,21.1,12.2,11.7,12.6,115.6,121.1,110.6,1319.193,1234.091,1404.295,372.984,353.656,392.312,42.658,41.855,43.461,2.8905000000000003,3.14,2.641,0.536,0.491,0.581,0.2045,0.176,0.233,6.501,6.209,6.793,6.501,6.209,6.793,8.593,8.258,8.928,8.594000000000001,8.26,8.928,9.111,8.725,9.497,9.111,8.725,9.497,
0,35.534,82.167,1003.312,,0.01,4.9,4.5,5.2,19.0,17.5,20.5,11.9,11.3,12.4,118.9,125.9,112.6,1266.8735,1165.249,1368.498,355.994,333.072,378.916,40.0035,37.642,42.365,2.9610000000000003,3.301,2.621,0.464,0.525,0.403,0.17,0.23,0.11,6.146,5.777,6.515,6.146,5.777,6.515,8.055,7.562,8.548,8.055,7.562,8.548,8.590499999999999,8.157,9.024,8.590499999999999,8.157,9.024,
0,34.2,85.066,1002.995,,0.01,4.1,3.8,4.4,16.3,15.1,17.6,10.9,10.3,11.3,131.7,138.8,125.4,1089.315,1005.823,1172.807,305.8225,287.644,324.001,31.821,29.433,34.209,2.238,2.281,2.195,0.458,0.401,0.515,0.1865,0.161,0.212,5.1685,4.848,5.489,5.1685,4.848,5.489,6.659,6.276,7.042,6.659,6.276,7.042,7.1080000000000005,6.649,7.567,7.1080000000000005,6.649,7.567,
0,31.3,85.1,1003.363,,0.01,2.5,2.3,2.7,10.6,9.7,11.5,8.2,7.7,8.7,171.9,180.4,164.2,704.917,645.488,764.346,197.0475,183.138,210.957,18.733,17.367,20.099,1.3265,1.272,1.381,0.246,0.283,0.209,0.0945,0.112,0.077,2.922,2.702,3.142,2.9210000000000003,2.7,3.142,3.805,3.481,4.129,3.805,3.481,4.129,4.0615000000000006,3.75,4.373,4.0615000000000006,3.75,4.373,
0,32.834,81.733,1003.697,,0.01,3.2,3.1,3.4,12.9,12.1,13.8,9.4,9.0,9.8,152.8,158.9,147.0,862.8454999999999,807.732,917.959,241.847,230.574,253.12,25.7895,24.775,26.804,1.9735,2.18,1.767,0.3195,0.324,0.315,0.1345,0.152,0.117,3.8535,3.678,4.029,3.8535,3.678,4.029,5.1355,4.859,5.412,5.1355,4.859,5.412,5.4715,5.225,5.718,5.4715,5.225,5.718,
0,33.733,80.233,1003.871,,0.01,3.5,3.3,3.6,13.4,12.6,14.2,9.6,9.2,10.0,149.4,155.1,144.1,894.4984999999999,840.977,948.02,252.5885,242.004,263.173,28.0475,26.824,29.271,1.9755,1.999,1.952,0.4355,0.39,0.481,0.208,0.204,0.212,4.0965,3.968,4.225,4.0965,3.968,4.225,5.4375,5.224,5.651,5.4375,5.224,5.651,5.854,5.601,6.107,5.854,5.601,6.107,
0,38.7,77.733,1004.439,,0.01,4.3,4.2,4.5,15.9,15.3,16.6,10.7,10.4,11.0,134.0,137.7,130.5,1061.521,1017.922,1105.12,302.06,294.228,309.892,38.058,37.373,38.743,3.3575,3.819,2.896,0.627,0.637,0.617,0.2545,0.287,0.222,5.789,6.37,5.208,5.5535,5.899,5.208,7.497999999999999,7.877,7.119,7.735,8.351,7.119,8.121500000000001,8.506,7.737,8.359,8.981,7.737,
0,44.933,74.5,1005.184,,0.01,6.4,6.0,6.8,23.7,21.9,25.4,13.5,12.9,14.0,101.6,107.4,96.4,1577.207,1462.292,1692.122,448.4725,423.063,473.882,54.8545,51.059,58.65,3.8205,3.655,3.986,0.6535,0.591,0.716,0.2415,0.23,0.253,8.0995,7.738,8.461,8.0995,7.738,8.461,10.763,10.198,11.328,10.763,10.198,11.328,11.47,10.819,12.121,11.47,10.819,12.121,
0,49.0,72.3,1005.585,,0.01,8.7,8.2,9.2,31.4,29.2,33.5,15.6,15.1,16.1,81.9,86.5,77.7,2090.788,1948.901,2232.675,594.0419999999999,564.554,623.53,78.13999999999999,74.207,82.073,6.2735,6.927,5.62,1.011,0.92,1.102,0.3475,0.272,0.423,10.976,10.561,11.391,10.976,10.561,11.391,15.0065,14.447,15.566,15.0065,14.447,15.566,16.0625,15.413,16.712,16.0625,15.413,16.712,
0,52.834,71.333,1005.839,,0.01,9.5,8.9,10.1,33.4,31.2,35.6,16.1,15.6,16.6,77.9,82.2,74.0,2227.3975,2081.651,2373.144,637.6205,606.516,668.725,87.5895,82.196,92.983,6.85,7.458,6.242,1.0335,0.87,1.197,0.368,0.305,0.431,11.922,11.571,12.273,11.922,11.571,12.273,16.4465,15.867,17.026,16.4465,15.867,17.026,17.5985,16.856,18.341,17.5985,16.856,18.341,
0,50.166,69.934,1005.793,,0.01,6.8,6.2,7.4,24.7,22.5,26.9,13.8,13.1,14.4,98.3,105.4,92.2,1648.2345,1500.836,1795.633,467.704,436.709,498.699,60.929,55.593,66.265,4.6465,5.008,4.285,0.7925,0.754,0.831,0.28,0.275,0.285,8.529,8.07,8.988,8.529,8.07,8.988,11.606000000000002,10.925,12.287,11.606000000000002,10.925,12.287,12.4405,11.693,13.188,12.4405,11.693,13.188,
0,44.567,69.133,1005.701,,0.01,3.9,3.6,4.2,15.1,13.8,16.4,10.3,9.8,10.9,138.7,146.8,131.4,1006.825,920.168,1093.482,283.20000000000005,265.723,300.677,32.322,30.176,34.468,2.367,2.407,2.327,0.3455,0.332,0.359,0.157,0.132,0.182,5.912,6.662,5.162,5.5625,5.963,5.162,7.118,7.405,6.831,7.4695,8.108,6.831,7.5395,7.795,7.284,7.891500000000001,8.499,7.284,
0,46.867,67.7,1005.545,,0.01,4.1,3.8,4.3,15.4,14.4,16.4,10.4,10.0,10.9,137.2,143.2,131.6,1023.9935,957.091,1090.896,290.4465,276.111,304.782,34.5055,32.776,36.235,2.7415000000000003,3.111,2.372,0.429,0.385,0.473,0.154,0.201,0.107,10.8825,16.481,5.284,8.906,12.528,5.284,10.6155,14.162,7.069,12.6015,18.134,7.069,11.0695,14.617,7.522,13.0565,18.591,7.522,
Η συνέχεια των πρωταθλημάτων Μίνι Παίδων & Μίνι Κορασίδων- Οι αγώνες στην Πάτρα,43.633,66.0,1005.73,,0.01,2.3,2.2,2.3,8.9,8.5,9.2,7.2,7.0,7.5,188.9,192.9,185.0,591.447,567.509,615.385,168.4425,164.038,172.847,22.589,27.588,17.59,5.484,9.761,1.207,0.1485,0.183,0.114,0.0595,0.067,0.052,111.3645,220.131,2.598,74.71650000000001,146.835,2.598,76.36,149.275,3.445,113.255,223.065,3.445,76.53099999999999,149.462,3.6,113.4365,223.273,3.6,η συνέχεια πρωταθλημάτων μίνι παίδων μίνι κορασίδων οι αγώνες πάτρα
0,42.433,66.0,1005.334,,0.01,2.1,2.1,2.1,8.3,8.0,8.6,6.9,6.7,7.1,195.6,199.5,191.9,552.031,530.606,573.456,156.7755,153.617,159.934,20.857,26.181,15.533,5.4855,9.846,1.125,0.1745,0.156,0.193,0.053,0.066,0.04,118.298,234.332,2.264,79.221,156.178,2.264,80.815,158.576,3.054,120.1015,237.149,3.054,81.008,158.745,3.271,120.3035,237.336,3.271,
0,44.0,65.434,1005.446,,0.01,2.5,2.5,2.6,9.7,9.3,10.1,7.7,7.5,7.9,180.2,184.4,176.1,646.8965000000001,619.119,674.674,183.883,179.464,188.302,25.8735,31.109,20.638,6.136,10.811,1.461,0.309,0.239,0.379,0.1225,0.093,0.152,132.381,261.924,2.838,88.732,174.626,2.838,90.6025,177.339,3.866,134.50199999999998,265.138,3.866,90.9005,177.56,4.241,134.8105,265.38,4.241,
0,45.7,63.834,1005.572,,0.01,2.6,2.5,2.6,10.1,9.6,10.5,7.9,7.7,8.2,176.6,181.4,172.1,671.081,639.106,703.056,189.8665,185.091,194.642,26.4185,32.059,20.778,6.476999999999999,11.427,1.527,0.277,0.197,0.357,0.103,0.077,0.129,176.7345,350.471,2.998,118.2395,233.481,2.998,120.0905,236.157,4.024,178.9385,353.853,4.024,120.358,236.346,4.37,179.2295,354.089,4.37,
0,42.933,64.834,1005.511,,0.01,2.4,2.4,2.4,9.4,9.1,9.7,7.6,7.4,7.7,183.1,186.3,180.0,627.7909999999999,607.314,648.268,177.666,175.832,179.5,24.5345,30.29,18.779,6.221,11.111,1.331,0.2555,0.245,0.266,0.0844999999999999,0.079,0.09,156.87,311.019,2.721,104.898,207.075,2.721,106.73,209.843,3.617,158.943,314.269,3.617,106.9665,210.053,3.88,159.1955,314.511,3.88,
0,44.433,69.7,1005.531,,0.01,5.4,5.2,5.6,20.2,19.1,21.3,12.3,11.9,12.7,113.9,118.6,109.5,1347.0355,1271.758,1422.313,380.7435,367.777,393.71,49.078500000000005,50.295,47.862,5.3345,7.429,3.24,0.5435000000000001,0.541,0.546,0.2345,0.234,0.235,46.892,86.886,6.898,33.2655,59.633,6.898,35.959,62.618,9.3,49.6785,90.057,9.3,36.552,63.205,9.899,50.2835,90.668,9.899,
0,43.933,72.5,1005.384,,0.01,6.4,6.0,6.8,23.5,21.9,25.1,13.4,12.9,13.9,102.0,107.5,97.1,1568.019,1459.376,1676.662,445.474,422.125,468.823,56.057500000000005,53.087,59.028,4.2325,4.425,4.04,0.654,0.632,0.676,0.2445,0.193,0.296,8.467500000000001,8.691,8.244,8.279499999999999,8.315,8.244,11.1515,11.018,11.285,11.342,11.399,11.285,11.9065,11.699,12.114,12.0965,12.079,12.114,
0,44.8,73.633,1005.257,,0.01,8.2,7.8,8.7,29.9,28.1,31.7,15.2,14.7,15.7,85.0,89.3,81.2,1992.269,1871.677,2112.861,564.665,540.389,588.941,73.0625,69.428,76.697,5.3665,5.963,4.77,0.7945,0.696,0.893,0.285,0.274,0.296,10.369,10.012,10.726,10.369,10.012,10.726,14.134,13.635,14.633,14.134,13.635,14.633,14.97,14.38,15.56,14.97,14.38,15.56,
0,42.8,73.933,1005.001,,0.01,7.1,6.7,7.5,26.2,24.6,27.9,14.2,13.7,14.7,94.1,98.8,89.8,1747.2205,1637.451,1856.99,494.015,472.145,515.885,61.362,58.478,64.246,4.2625,4.421,4.104,0.648,0.667,0.629,0.247,0.242,0.252,8.955,8.704,9.206,8.955,8.704,9.206,11.966,11.556,12.376,11.966,11.556,12.376,12.7475,12.333,13.162,12.7475,12.333,13.162,
